CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
4965-JBQTXL-X2C,5,3,Female,19,14,Sales,No,0,No,14000.00,3.1,0.15841,0.27559,No,Married,3,0,0,0,0,1,3,Own,Domestic,8900.00,28,No,No,Visa,1,5,1158.40,Yes,7,13.95,26.20,No,0.00,0.00,No,No,0.00,0.00,No,No,No,2,No,No,No,No,Yes,20,Yes,Yes,Yes,No,No
8485-MQGPZC-SMF,1,2,Female,21,16,Sales,No,0,No,34000.00,21,0.73542,6.40458,Yes,Married,3,4,1,0,0,1,2,Own,Foreign,19300.00,25,No,Yes,AMEX,3,10,4265.10,No,20,14.10,108.05,No,0.00,0.00,Yes,Yes,30.25,592.75,No,No,Yes,No,Yes,Yes,No,Yes,Yes,27,Yes,Yes,Yes,Yes,No
4701-RYFQNE-JMD,2,2,Male,60,21,Professional,No,14,No,158000.00,10.9,7.66379,9.55821,No,Unmarried,1,1,1,0,0,0,1,Own,Domestic,85700.00,17,No,No,Disc,24,8,3094.40,No,57,52.80,1005.85,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,Yes,No,No,No,No,Yes,16,Yes,Yes,No,No,Yes
4694-EIJDQG-FT4,2,4,Female,46,16,Service,No,12,No,84000.00,5,0.3654,3.8346,No,Unmarried,1,4,0,1,0,0,1,Own,Foreign,43300.00,30,No,Yes,Disc,11,9,4774.80,No,34,39.60,438.15,No,0.00,0.00,No,No,0.00,0.00,Yes,No,No,No,No,No,No,No,Yes,18,Yes,No,Yes,No,No
3477-CTHOBG-VL2,5,2,Female,68,16,Sales,No,9,No,51000.00,4.5,1.310445,0.984555,No,Unmarried,1,12,2,1,0,1,0,-1,-1,-1000.00,22,No,No,Mast,3,5,1062.20,No,2,15.00,16.20,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,Yes,Yes,Yes,Yes,No,26,Yes,No,No,No,No
3820-FTKKWP-LH9,5,1,Female,18,13,Crafts,No,0,No,15000.00,10.1,0.47571,1.03929,Yes,Unmarried,1,0,0,0,0,0,0,-1,-1,-1000.00,19,No,No,Mast,0,5,980.80,Yes,9,10.20,27.20,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,No,No,No,No,18,No,No,No,No,No
2622-QMMTOD-I14,5,2,Male,31,13,Crafts,No,6,No,27000.00,9.5,1.18503,1.37997,No,Unmarried,1,5,0,1,0,0,2,Lease,Foreign,10700.00,12,No,No,Disc,5,10,2315.60,No,17,22.50,135.35,Yes,29.90,453.25,No,No,0.00,0.00,No,No,No,2,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No
2173-PGDSCF-871,1,2,Female,33,9,Service,No,8,No,32000.00,12.6,0.286272,3.745728,Yes,Married,4,0,0,0,0,1,1,Own,Foreign,17100.00,22,No,No,Mast,15,11,4197.00,No,61,38.55,770.25,No,0.00,0.00,Yes,No,0.00,0.00,No,Yes,No,No,Yes,Yes,Yes,Yes,No,15,No,No,Yes,No,No
9320-MBBQEY-3EF,1,4,Female,57,18,Sales,No,9,No,40000.00,6.9,1.2696,1.4904,No,Unmarried,1,0,0,0,0,0,2,Own,Domestic,19700.00,23,Yes,No,AMEX,12,5,907.80,Yes,43,19.50,297.20,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,2,No,No,No,No,No,27,Yes,No,No,No,Yes
0110-DOBQFH-3F6,1,3,Female,18,13,Labor,No,0,No,16000.00,6.4,0.464896,0.559104,No,Married,4,9,2,1,0,1,2,Own,Foreign,7900.00,29,Yes,Yes,Mast,0,21,4298.40,No,7,8.40,14.60,No,0.00,0.00,No,No,0.00,0.00,Yes,No,Yes,Yes,No,Yes,No,No,No,19,Yes,Yes,Yes,No,No
4656-GRFFDC-Z0Y,2,5,Male,33,17,Professional,No,2,No,38000.00,11.6,1.132856,3.275144,Yes,Married,4,6,0,0,0,1,2,Own,Domestic,21000.00,21,No,Yes,Visa,15,15,3753.80,Yes,45,23.25,350.00,Yes,35.75,1563.30,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,No,Yes,19,Yes,Yes,Yes,No,Yes
0726-WUWWSP-PE1,1,2,Male,44,10,Service,Yes,11,No,28000.00,4.8,0.090048,1.253952,No,Unmarried,1,0,0,0,0,1,2,Lease,Domestic,11100.00,28,Yes,Yes,Mast,26,6,1598.10,No,71,179.70,4341.80,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,3,No,No,No,No,No,29,Yes,No,Yes,No,Yes
9460-AYJSSQ-N4Z,4,2,Female,63,19,Service,No,11,No,97000.00,7,3.23883,3.55117,Yes,Married,2,1,1,0,0,1,2,Own,Foreign,47200.00,18,Yes,Yes,Visa,32,18,7994.50,No,68,76.35,1822.70,No,0.00,0.00,Yes,Yes,49.40,3297.70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,Yes,No,No,No,Yes
8304-OFKZNL-X7O,1,1,Male,60,19,Sales,No,5,No,52000.00,4.4,0.215072,2.072928,No,Married,2,3,0,0,0,1,0,-1,-1,-1000.00,27,No,No,AMEX,26,7,2350.40,No,49,18.60,321.60,Yes,50.25,2303.75,No,No,0.00,0.00,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,24,Yes,Yes,No,No,No
0275-XIRSOP-4TX,1,1,Male,43,8,Labor,Yes,19,No,86000.00,4.9,0.257054,3.956946,No,Unmarried,3,13,2,0,0,1,3,Own,Domestic,39700.00,24,Yes,Yes,Othe,13,5,1940.60,Yes,29,22.65,207.60,Yes,25.95,708.85,Yes,No,0.00,0.00,No,No,No,No,No,No,No,No,No,16,No,Yes,No,No,No
8885-BDFXOQ-IDU,4,3,Male,68,18,Sales,No,4,Yes,35000.00,7.1,0.593915,1.891085,No,Married,2,3,1,2,0,1,2,Lease,Domestic,15800.00,24,No,No,Visa,34,6,3680.70,No,65,30.00,618.60,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,No,Yes,No,No,17,No,No,No,No,Yes
5641-QCKGRL-8EA,1,2,Male,78,17,Professional,No,14,Yes,15000.00,5.2,0.25974,0.52026,No,Married,2,5,0,1,0,1,3,Lease,Foreign,9200.00,21,No,Yes,Mast,37,14,2403.80,No,71,138.45,3358.85,Yes,30.30,2066.15,Yes,No,0.00,0.00,Yes,No,No,4,No,No,No,No,Yes,24,Yes,Yes,Yes,No,Yes
3902-TZAHXC-1L6,1,1,Female,32,10,Sales,No,1,No,19000.00,9.5,0.940405,0.864595,Yes,Unmarried,1,2,2,0,0,1,2,Own,Foreign,7100.00,22,No,Yes,Disc,3,10,1384.00,No,10,15.00,57.75,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,No,No,No,No,13,Yes,No,No,No,No
0226-VHPBUL-OSQ,2,1,Female,48,15,Sales,No,3,No,24000.00,6.6,0.611424,0.972576,No,Married,3,8,0,1,1,1,1,Own,Domestic,14000.00,19,No,Yes,Disc,30,9,1628.20,No,71,159.15,3727.60,No,0.00,0.00,Yes,Yes,46.65,3191.10,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,29,Yes,No,No,No,Yes
6326-NLSAHF-9WY,4,2,Male,33,20,Sales,No,1,No,55000.00,2,0.3553,0.7447,No,Married,3,2,2,0,0,1,2,Own,Foreign,17200.00,25,No,No,Disc,15,12,4148.10,Yes,62,31.35,664.35,Yes,48.30,2936.40,Yes,Yes,58.50,3663.95,Yes,Yes,Yes,4,No,No,No,Yes,Yes,22,Yes,Yes,Yes,No,Yes
6778-XWOGNL-3IH,4,4,Male,47,16,Crafts,No,19,No,132000.00,26.6,6.109488,29.002512,No,Married,4,0,0,0,0,1,2,Own,Domestic,57800.00,28,No,Yes,AMEX,29,9,5850.50,No,71,61.80,1451.90,Yes,52.30,3763.20,Yes,Yes,56.45,3858.10,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,Yes,Yes
5213-FLCFRD-ESG,4,4,Male,21,12,Labor,No,1,No,15000.00,9.1,0.64155,0.72345,Yes,Unmarried,2,0,0,0,0,0,6,Own,Domestic,5600.00,24,No,No,Mast,3,10,1597.60,No,16,13.35,87.35,Yes,29.40,363.80,No,No,0.00,0.00,Yes,No,Yes,3,No,No,No,No,Yes,30,Yes,Yes,Yes,No,No
2003-SAIVMS-I93,5,5,Female,55,10,Sales,No,4,No,31000.00,9.1,0.806806,2.014194,No,Married,3,0,0,0,0,0,2,Lease,Domestic,23600.00,29,No,Yes,Disc,4,6,2922.70,No,7,10.50,23.40,Yes,31.40,191.70,Yes,No,0.00,0.00,No,No,No,No,Yes,Yes,Yes,Yes,No,22,No,No,No,No,No
9321-XXHBOE-6V7,1,1,Male,35,12,Agriculture,No,15,No,32000.00,17.9,2.050624,3.677376,No,Unmarried,1,4,0,4,0,0,1,Own,Domestic,12800.00,27,Yes,No,Mast,17,6,2719.40,Yes,52,72.60,1271.80,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,No,Yes,20,No,Yes,No,No,Yes
8461-NKNYYN-7KK,2,1,Male,66,11,Professional,No,13,No,32000.00,18.6,0.976128,4.975872,No,Unmarried,1,3,1,2,0,0,3,Lease,Foreign,14900.00,22,No,Yes,Visa,13,12,1791.30,No,17,22.50,125.85,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,Yes,Yes,Yes,Yes,Yes,No,23,Yes,Yes,Yes,No,Yes
5015-IYTEBF-TB1,4,5,Female,33,22,Professional,No,2,No,33000.00,6.9,1.32066,0.95634,No,Married,2,5,1,1,0,0,1,Own,Foreign,15600.00,25,No,Yes,AMEX,11,15,3919.70,Yes,31,15.15,182.30,Yes,31.50,938.80,No,No,0.00,0.00,Yes,Yes,No,4,No,No,Yes,No,Yes,16,Yes,Yes,No,No,Yes
3253-CXDDUO-5DR,3,2,Female,58,12,Service,No,21,No,117000.00,7.3,4.680468,3.860532,No,Married,2,0,0,0,0,1,4,Own,Foreign,37700.00,28,Yes,Yes,AMEX,31,7,2346.80,No,65,18.45,376.05,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,Yes,Yes,No,Yes,No,19,No,No,No,No,Yes
2294-GVXBWL-C1X,2,4,Female,56,17,Sales,No,2,No,34000.00,15.2,1.596912,3.571088,No,Unmarried,1,0,0,0,0,1,4,Own,Foreign,13900.00,32,No,No,Visa,6,12,2044.80,Yes,8,16.20,32.05,Yes,18.00,139.65,No,No,0.00,0.00,Yes,No,No,4,No,No,No,No,Yes,29,Yes,No,Yes,No,No
8671-AKJOZO-KLR,4,1,Male,21,16,Crafts,No,0,No,17000.00,5.4,0.742662,0.175338,No,Married,6,0,0,0,0,1,1,Lease,Foreign,10100.00,21,No,No,Mast,3,12,2154.40,Yes,39,51.90,634.05,Yes,54.40,2064.80,Yes,Yes,82.60,3140.40,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes
0095-KRZMOC-CAZ,5,3,Male,38,14,Labor,No,9,No,53000.00,4,1.32076,0.79924,No,Married,4,0,0,0,0,1,2,Own,Domestic,18700.00,27,Yes,Yes,Disc,20,13,3249.80,Yes,54,31.65,557.25,No,0.00,0.00,Yes,Yes,57.10,2839.30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,20,Yes,Yes,Yes,Yes,No
4024-AVSJAF-CW5,5,3,Male,22,10,Professional,No,1,No,21000.00,15.2,1.857744,1.334256,Yes,Married,3,2,1,1,0,1,1,Lease,Domestic,11000.00,26,No,No,Visa,4,9,1177.20,No,9,25.50,74.60,No,0.00,0.00,Yes,No,0.00,0.00,No,No,Yes,No,Yes,Yes,Yes,Yes,No,19,No,Yes,Yes,No,No
8998-XVAOZU-5HS,5,2,Male,50,14,Professional,No,6,No,70000.00,18.8,2.40828,10.75172,No,Married,2,1,1,0,0,1,2,Own,Foreign,33400.00,26,Yes,Yes,Disc,25,11,5332.10,Yes,47,34.65,571.25,No,0.00,0.00,Yes,Yes,40.70,1883.20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,Yes,No,Yes,No,Yes
4607-BBLWAC-7UE,1,2,Male,19,11,Labor,No,1,No,19000.00,10.1,0.698516,1.220484,No,Unmarried,3,3,3,0,0,1,3,Own,Foreign,9800.00,21,Yes,No,Mast,1,8,1572.30,No,3,9.00,8.60,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,No,No,Yes,No,25,No,No,No,No,No
7002-PINHGY-1E8,5,5,Male,66,19,Professional,No,27,No,165000.00,5,3.93525,4.31475,No,Unmarried,1,1,0,1,0,1,2,Own,Domestic,81500.00,30,Yes,Yes,Disc,23,13,3398.20,No,49,26.40,438.20,No,0.00,0.00,Yes,Yes,62.85,3083.15,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,No,18,Yes,Yes,No,Yes,Yes
0811-CULVSA-AJ5,2,2,Male,33,18,Sales,No,2,No,120000.00,13.3,7.15008,8.80992,Yes,Unmarried,1,1,1,0,0,0,0,-1,-1,-1000.00,23,Yes,No,Disc,7,15,5355.80,Yes,13,13.65,57.45,No,0.00,0.00,No,No,0.00,0.00,Yes,No,No,No,No,No,No,No,No,19,Yes,Yes,No,No,No
6681-ANQGYY-RWO,4,5,Female,28,13,Agriculture,No,6,No,29000.00,7.4,1.390608,0.755392,No,Unmarried,1,8,1,0,0,0,1,Own,Domestic,7100.00,25,No,No,AMEX,7,8,2277.70,Yes,17,13.80,57.65,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,Yes,No,No,No,No,No,14,Yes,No,No,No,No
7517-WZGPUQ-AFB,1,1,Male,60,12,Sales,No,7,No,28000.00,5.6,0.614656,0.953344,No,Unmarried,1,3,2,1,0,1,3,Own,Domestic,15200.00,25,No,No,Mast,16,7,3881.70,No,24,24.45,203.80,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,No,Yes,No,No,15,No,No,No,No,No
4565-UFYIEZ-8GO,1,2,Female,67,13,Sales,No,8,No,70000.00,1.9,0.34048,0.98952,No,Unmarried,1,1,1,0,0,1,2,Own,Foreign,42200.00,26,Yes,Yes,Disc,18,9,2620.10,No,40,41.25,580.00,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,Yes,No,No,Yes,No,30,No,No,No,No,No
4692-JIREVP-Z94,2,2,Male,20,11,Crafts,No,1,No,16000.00,12,0.73152,1.18848,Yes,Unmarried,2,5,0,1,0,0,2,Lease,Domestic,8700.00,27,No,No,Mast,2,8,2059.70,Yes,3,9.15,4.65,Yes,30.25,76.95,No,No,0.00,0.00,No,No,Yes,Yes,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No
2309-DZFZEO-829,1,4,Female,22,17,Professional,No,0,No,18000.00,18.9,1.741824,1.660176,Yes,Unmarried,4,3,2,1,0,0,1,Own,Domestic,9500.00,38,Yes,No,Othe,4,8,1679.70,Yes,10,14.40,49.35,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,Yes,Yes,Yes,No,25,No,Yes,No,No,No
7820-COTUJZ-Z9E,3,5,Female,34,12,Professional,No,7,No,41000.00,10.7,1.636351,2.750649,Yes,Unmarried,2,2,1,1,0,1,0,-1,-1,-1000.00,45,No,Yes,Disc,8,13,3151.30,Yes,20,13.65,106.80,No,0.00,0.00,Yes,Yes,28.05,543.05,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,No,No
3684-LILJDH-WMW,3,1,Female,19,14,Crafts,No,0,No,16000.00,13.2,1.163712,0.948288,Yes,Unmarried,1,0,0,0,0,0,2,Own,Domestic,10100.00,27,Yes,Yes,Mast,1,5,1483.10,Yes,14,13.50,51.80,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,No,No,No,No,17,No,No,No,No,No
6685-BIRGEH-EDC,3,2,Female,43,20,Sales,No,1,No,23000.00,13.8,1.932966,1.241034,Yes,Married,5,1,0,1,0,1,2,Lease,Domestic,6400.00,26,Yes,No,AMEX,17,17,3189.10,No,40,22.65,329.95,Yes,39.15,1492.15,Yes,No,0.00,0.00,Yes,Yes,No,2,No,No,Yes,Yes,Yes,23,Yes,Yes,No,No,No
2646-PARGYE-3C0,3,5,Male,60,19,Professional,No,22,No,115000.00,21.6,3.82536,21.01464,No,Married,2,11,0,0,0,1,2,Own,Foreign,54700.00,17,Yes,Yes,Visa,26,12,5262.80,No,45,47.10,722.35,Yes,38.30,1699.20,Yes,No,0.00,0.00,Yes,No,No,Yes,No,No,Yes,No,No,29,Yes,Yes,No,No,Yes
8881-PUMSSQ-I6M,4,4,Female,40,16,Labor,No,11,No,27000.00,3.2,0.264384,0.599616,No,Unmarried,3,1,1,0,0,1,3,Lease,Foreign,14500.00,29,Yes,No,Visa,21,13,2934.90,No,47,46.50,762.20,Yes,52.50,2360.95,Yes,Yes,44.15,1976.45,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,15,Yes,Yes,Yes,Yes,Yes
0014-DOIOFX-LXB,2,2,Female,37,12,Crafts,No,10,No,37000.00,9.2,2.147924,1.256076,No,Married,4,0,0,0,0,1,3,Own,Domestic,15800.00,25,No,Yes,AMEX,19,10,4185.10,No,59,70.20,1469.70,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,No,No,No,Yes,19,Yes,Yes,Yes,No,Yes
9027-TKELQJ-G8T,5,2,Male,58,17,Professional,No,17,No,197000.00,14.9,6.897955,22.455045,Yes,Married,2,1,1,0,0,0,2,Own,Foreign,88900.00,16,No,Yes,Visa,30,8,7592.80,No,64,70.95,1529.70,No,0.00,0.00,Yes,No,0.00,0.00,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,No,Yes,Yes
7929-CNACHO-4TI,1,1,Female,49,11,Crafts,No,23,No,51000.00,12.8,0.842112,5.685888,No,Unmarried,1,8,0,1,0,1,3,Own,Foreign,17500.00,17,No,Yes,Mast,17,12,2496.50,Yes,45,15.75,258.95,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,Yes,Yes,Yes,Yes,No,21,No,No,No,No,Yes
5624-MVOTMD-3ZK,4,5,Male,35,20,Crafts,No,8,No,73000.00,14.3,5.052476,5.386524,Yes,Unmarried,1,11,0,0,0,1,1,Own,Foreign,32900.00,39,No,No,Mast,2,8,3481.50,Yes,2,11.25,7.55,No,0.00,0.00,No,No,0.00,0.00,No,No,No,2,No,No,No,No,No,14,Yes,No,Yes,No,No
2729-KBQJSU-J3G,1,1,Male,19,14,Sales,No,0,No,18000.00,4.3,0.384678,0.389322,No,Unmarried,1,0,0,0,0,1,3,Lease,Domestic,8600.00,29,Yes,No,Mast,1,15,3686.50,Yes,4,6.45,4.00,Yes,30.80,75.00,No,No,0.00,0.00,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,26,Yes,Yes,No,No,No
6832-RCRBEP-LNU,5,3,Male,55,12,Sales,No,11,No,56000.00,9.2,1.31376,3.83824,No,Unmarried,1,0,0,0,0,0,4,Own,Domestic,32600.00,26,No,Yes,Disc,37,13,3204.00,No,71,79.35,1852.55,No,0.00,0.00,Yes,Yes,60.70,4622.55,Yes,No,No,2,Yes,Yes,Yes,Yes,No,28,Yes,Yes,No,No,Yes
8320-RHDUKH-ZP6,5,4,Male,47,17,Sales,No,3,No,34000.00,11.4,0.511632,3.364368,No,Unmarried,2,0,0,0,0,1,3,Lease,Foreign,16600.00,30,No,Yes,AMEX,9,10,3778.70,Yes,13,10.95,36.65,Yes,44.65,517.85,Yes,Yes,39.80,456.35,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No
0216-UIFHNQ-BJY,1,1,Female,29,20,Service,No,1,No,26000.00,17.1,0.804726,3.641274,Yes,Unmarried,1,9,0,0,0,1,0,-1,-1,-1000.00,23,No,No,Visa,7,6,830.30,Yes,7,13.80,44.40,Yes,27.75,141.10,No,No,0.00,0.00,Yes,No,Yes,Yes,No,No,No,No,Yes,20,Yes,Yes,Yes,No,No
7009-RVWJOA-T00,3,3,Female,49,13,Sales,No,4,No,71000.00,10.9,2.135964,5.603036,No,Married,2,0,0,,0,0,2,Lease,Foreign,23500.00,29,Yes,No,Visa,30,12,3258.40,No,63,42.15,865.10,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,No,No,No,No,33,Yes,Yes,No,No,Yes
4767-FSLFFH-VN4,3,5,Male,52,14,Sales,No,1,No,20000.00,5.8,0.5858,0.5742,No,Unmarried,1,1,0,1,0,1,2,Own,Foreign,12200.00,31,No,No,Visa,4,7,1175.90,No,6,10.95,28.85,No,0.00,0.00,Yes,Yes,20.70,94.65,No,Yes,No,No,Yes,Yes,Yes,Yes,No,21,No,Yes,No,Yes,No
8487-TEPZCO-AVW,5,5,Male,45,13,Professional,No,3,No,42000.00,5.8,1.0353,1.4007,No,Unmarried,1,2,1,1,0,1,1,Own,Foreign,23800.00,35,Yes,Yes,AMEX,11,13,3999.70,No,25,13.65,111.80,No,0.00,0.00,No,No,0.00,0.00,Yes,No,No,Yes,No,No,No,No,No,15,Yes,No,No,No,No
1463-QKIGZO-L8V,5,5,Male,38,12,Sales,Yes,2,No,32000.00,20.3,0.597632,5.898368,No,Unmarried,1,2,0,2,0,0,2,Own,Domestic,18500.00,35,No,No,Disc,5,11,3377.70,No,9,16.65,58.35,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,No,No,No,No,18,Yes,Yes,Yes,No,No
0529-XXEMED-6KA,4,5,Male,42,18,Professional,No,6,No,48000.00,8.2,1.184736,2.751264,No,Married,2,7,1,0,0,1,1,Own,Foreign,26900.00,29,No,No,Disc,25,8,1527.60,Yes,53,58.05,1019.80,No,0.00,0.00,Yes,Yes,48.30,2468.00,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,32,Yes,Yes,Yes,Yes,No
5854-VYBQTS-I6R,5,4,Male,48,13,Sales,No,2,No,36000.00,2.2,0.46728,0.32472,No,Unmarried,1,2,0,2,0,1,3,Own,Foreign,14600.00,34,No,Yes,Mast,1,11,3222.10,Yes,3,7.65,7.55,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,Yes,Yes,No,No,18,No,No,No,No,No
8226-HNWGCG-CLH,1,3,Female,74,12,Service,No,37,No,255000.00,3.5,5.62275,3.30225,No,Unmarried,1,2,2,0,0,0,3,Own,Foreign,95500.00,28,No,Yes,Disc,40,12,3687.10,No,72,114.45,2695.70,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,No,No,31,No,No,No,No,Yes
0155-UEFNCR-63E,2,5,Male,77,15,Labor,Yes,25,Yes,26000.00,11.9,0.965328,2.128672,No,Married,2,9,1,0,0,1,1,Own,Domestic,15700.00,25,No,No,Disc,40,12,2096.90,No,72,137.85,3482.00,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,Yes,No,No,No,No,25,No,Yes,No,No,Yes
0907-TDBVNN-ZAT,5,1,Male,28,16,Labor,No,4,No,25000.00,15.7,0.9734,2.9516,Yes,Unmarried,1,5,0,0,,0,4,Own,Foreign,14600.00,15,No,Yes,Mast,9,11,5839.30,Yes,28,19.20,172.75,Yes,32.45,797.10,No,No,0.00,0.00,No,No,No,4,No,No,No,No,Yes,21,Yes,Yes,Yes,No,Yes
9069-XTCDOO-RZV,4,3,Male,57,21,Sales,No,11,No,780000.00,13.1,35.2521,66.9279,Yes,Married,2,0,0,0,0,1,2,Own,Foreign,93100.00,35,No,Yes,Disc,33,9,3739.20,No,68,114.00,2582.40,No,0.00,0.00,Yes,Yes,93.80,6273.95,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,18,No,Yes,No,Yes,Yes
9030-QBAJPQ-HZS,1,1,Female,68,8,Sales,No,14,No,68000.00,4.7,0.891684,2.304316,No,Unmarried,1,0,0,0,0,1,0,-1,-1,-1000.00,24,No,No,Mast,28,6,2667.00,No,52,35.85,670.75,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,No,No,20,No,No,No,No,Yes
6638-EFQZPZ-LEF,4,5,Male,67,16,Service,Yes,32,Yes,55000.00,17.7,1.09032,8.64468,No,Married,4,1,1,0,0,1,2,Own,Domestic,23400.00,26,No,No,Mast,38,9,3426.30,Yes,72,112.05,2789.45,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,Yes,Yes,Yes,Yes,No,20,No,Yes,No,No,Yes
4115-BROICQ-NPR,5,4,Female,27,10,Sales,No,3,No,20000.00,2.8,0.1904,0.3696,Yes,Unmarried,1,0,0,0,0,1,1,Own,Foreign,12800.00,33,Yes,Yes,Mast,3,13,1943.00,No,7,10.35,21.40,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,Yes,No,No,No,19,No,No,No,No,No
1086-BRCOIY-6YI,3,4,Female,54,15,Professional,No,10,No,112000.00,6.4,3.383296,3.784704,No,Married,5,11,4,0,0,1,2,Own,Domestic,56600.00,33,No,No,Disc,35,11,3586.80,No,68,103.05,2225.85,No,0.00,0.00,Yes,Yes,46.40,3142.40,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,13,No,No,No,No,No
2331-DUFLLA-PEI,4,5,Female,67,15,Crafts,No,23,No,63000.00,7.8,2.486484,2.427516,No,Married,2,3,0,2,1,1,6,Own,Foreign,26400.00,24,Yes,No,Disc,36,13,3047.50,No,69,83.55,1901.05,No,0.00,0.00,Yes,Yes,73.95,5036.85,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes
3773-KVEXBK-FO7,3,4,Female,32,12,Professional,Yes,4,No,36000.00,8.5,0.19584,2.86416,No,Married,4,0,0,0,0,1,2,Own,Foreign,16100.00,25,No,Yes,Othe,14,4,1265.90,Yes,47,35.70,585.95,No,0.00,0.00,Yes,No,0.00,0.00,Yes,Yes,No,No,Yes,No,Yes,Yes,No,21,No,No,No,No,Yes
6694-YEXWSZ-BAM,5,1,Female,30,15,Sales,Yes,0,No,29000.00,36.5,2.05349,8.53151,Yes,Unmarried,1,1,1,0,0,1,3,Own,Foreign,14400.00,32,No,Yes,Visa,9,7,710.80,Yes,26,9.00,82.50,Yes,34.00,800.85,Yes,No,0.00,0.00,No,No,Yes,Yes,No,Yes,No,Yes,No,22,Yes,No,No,No,No
4542-HCVKJI-DSZ,4,5,Female,20,15,Labor,No,0,No,16000.00,4.1,0.204672,0.451328,No,Married,2,,2,0,0,1,2,Lease,Domestic,9300.00,30,No,No,Visa,2,15,1916.00,No,6,15.30,32.00,No,0.00,0.00,Yes,Yes,36.75,198.25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,Yes,Yes,No
